crop,X437,X447,X457,X468,X478,X488,X498,X508,X518,X529,X539,X549,X559,X569,X579,X590,X600,X610,X620,X630,X641,X651,X661,X671,X681,X691,X702,X712,X722,X732,X742,X752,X763,X773,X783,X793,X803,X813,X824,X834,X844,X854,X864,X875,X885,X895,X905,X912,X915,X923,X983,X993,X1003,X1013,X1023,X1033,X1044,X1054,X1064,X1074,X1084,X1094,X1175,X1185,X1195,X1205,X1215,X1225,X1235,X1245,X1255,X1266,X1276,X1286,X1296,X1306,X1316,X1518,X1528,X1538,X1548,X1558,X1568,X1578,X1588,X1599,X1609,X1619,X1629,X1639,X1649,X1659,X1669,X1679,X1689,X1699,X1710,X1720,X1730,X1740,X1750,X1760,X2063,X2073,X2083,X2093,X2103,X2113,X2123,X2133,X2143,X2153,X2163,X2174,X2184,X2194,X2204,X2214,X2224,X2234,X2244,X2254,X2264,X2274,X2285,X2295,X2305,X2315,X2325,X2335,X2345
winter_wheat,19.38251566,17.85323738,16.7013212,16.80868772,16.69281381,16.70882561,16.46862406,16.32911486,16.34115716,16.42415199,16.78304093,17.04617331,16.93208568,16.26886518,15.85350838,15.38142538,15.44597621,15.05999837,14.93361656,14.72661767,14.73246217,14.50500002,14.50153772,14.39560135,14.62550304,14.86889691,15.59850837,16.1385911,17.95533592,20.1353987,22.37860414,23.46854687,23.78891897,24.52583572,24.73355405,24.95040437,24.04717868,23.10278346,22.88943073,24.12667431,25.93743059,27.21138422,28.17721573,28.30415345,27.59194151,24.56385391,23.31880267,21.70213802,21.73123964,20.8713204,20.88308611,22.78069839,23.62196337,24.55865146,25.19752932,25.9729212,26.15691053,26.88918566,26.87614874,26.85162668,25.4632015,23.57460819,23.24855673,23.88264879,24.93608847,25.67652943,27.03155805,27.92315246,28.37908622,28.1782115,27.4368885,26.93823877,27.50414275,28.57381736,27.57428587,25.12374679,21.26102109,19.29648432,20.96390433,22.39436542,23.69613481,23.88062725,23.99310982,24.17123259,24.67993384,25.41408725,26.44166877,27.90741838,28.48890954,28.55535975,28.54771123,28.95289583,29.12937029,28.81495472,28.26984117,27.93199274,27.33558724,26.47231221,25.22759688,24.20205199,23.18976358,21.4347791,11.63714498,13.2187483,15.22496453,16.22963258,16.61685338,16.38278014,17.23463197,18.11240907,18.52351988,17.57570203,16.64689091,17.18641328,18.20455701,18.26189356,17.79244869,17.70770192,17.99946244,17.26920011,15.9950925,14.90485375,14.5178914,14.42206419,14.07580068,13.50012541,12.70456107,12.48835329,11.96882724,10.78524151,9.603328313
soybean,21.52030895,19.54816217,18.89910994,18.99575063,19.33534357,19.44766131,19.49456825,19.45853768,19.56240939,19.49398565,19.96690767,20.46162328,20.86531127,20.66917316,20.9884217,21.19008216,21.93974783,21.92757218,22.3038846,22.44700289,23.25241588,23.46071832,24.18482582,24.51288435,25.49334893,25.96362636,26.42781462,26.01810201,26.64894809,27.45715821,29.08995865,29.19665079,28.8796726,29.62029035,31.11337738,32.77260151,33.27424607,32.92352795,33.0526567,33.79967571,35.7320173,37.6209711,39.32388309,40.15853339,40.68268477,38.43529134,38.08390354,36.92568681,37.64200116,36.38774278,35.79738929,37.16883835,38.07864553,39.79907663,41.03336619,41.86435694,42.55904401,43.61773008,44.4706617,45.18912459,44.5056377,43.50778541,44.80326259,45.30933346,46.32485808,47.31231261,48.33403286,49.51722151,49.0012448,48.02031863,45.16471522,43.90354001,44.907908,48.64760429,49.24749243,47.84952255,43.86670448,39.30602378,41.20295122,42.02266223,42.27576624,41.17901469,39.94852527,39.96197626,40.3128125,40.94647134,42.19406634,43.74355284,44.46362808,44.38139108,44.14737993,44.38479413,44.06838447,43.65090658,43.0425543,42.47633699,41.69244139,41.04367993,40.81296764,40.67269804,40.72956215,40.03496505,20.69920726,23.99229491,27.26349677,30.1685687,31.40963179,31.79530724,31.91213907,32.9834266,34.11610835,34.00376444,32.65766823,32.56000412,32.6137483,32.09046825,31.52211854,32.37814282,33.02735327,31.70635097,28.90474493,26.6119565,25.43386897,24.65382014,23.49224822,22.76827615,22.09613459,23.01117021,22.85617345,22.41574328,21.65660614
soybean,19.13366637,17.7706074,16.83205554,16.79987032,16.8098393,16.69990352,16.56592198,16.34314546,16.27826779,16.18628383,16.362677,16.53243153,16.38416897,15.95629403,15.73907645,15.50802243,15.64607342,15.38457147,15.32183773,15.20879289,15.36576595,15.32646901,15.54981801,15.71150803,15.99083951,16.19780671,16.12454039,15.79022641,16.40612485,17.50065444,18.71860995,19.31879168,19.5174207,20.14603635,20.25520852,20.54356045,19.94512575,19.38933798,19.38957267,20.43006894,21.7525846,22.6714152,23.48106856,23.81337817,23.29874896,21.37204692,21.03818767,20.11252828,20.1977778,19.1102215,20.83102673,22.23226548,23.01474184,23.74020318,24.88654715,25.83753417,26.25998667,26.23515094,26.11242503,26.31488171,25.43001023,23.50118033,25.52659421,25.93043478,26.71969596,27.82060572,29.40122368,30.90300605,30.97549547,30.54019452,29.19706141,28.64475723,29.27376741,30.34253436,29.12080226,26.83505228,23.2573922,31.50151438,33.13977017,33.81290372,34.50605791,33.78771817,33.30911818,32.79167793,33.44944541,34.15712333,35.38190545,36.28340604,36.72774988,36.60044634,36.20224003,36.15601866,36.27824638,36.38984674,36.33565856,35.99676065,35.60416472,34.92723989,34.05106019,33.03731475,31.59928673,29.61128855,26.26047996,30.44234842,33.4308288,34.79552528,35.0444002,34.84770777,35.41783309,36.02548271,36.38133237,35.07978616,33.72394645,33.47114662,33.07336119,31.88240975,30.55532445,31.34290762,32.35916793,31.86120587,30.05288397,28.94408468,28.99289134,28.38473708,26.6040647,26.11457574,25.89400903,26.49230313,24.82055282,24.02032686,23.66953254
cotton,20.09500828,18.46545307,17.69124788,18.07147273,18.25868226,18.39530154,18.45850425,18.61469008,18.92803689,19.1675366,19.8460849,20.71429657,21.48880199,21.92643041,22.71780019,23.13760475,24.05250211,24.23564028,24.70677702,24.73495384,25.01981281,24.96990571,25.54156171,26.04850408,26.77971916,26.78639753,26.2001955,24.53393491,24.72047587,26.1036252,28.43504293,29.74076938,30.10822335,30.8993289,30.78908715,30.82386737,29.44044775,28.14012108,27.76830145,29.62734916,32.17493019,34.22910096,35.53070179,35.63322252,34.46352295,30.6687272,28.43225187,26.56774182,26.09934091,25.77587655,28.05612042,31.10355784,33.04879987,34.58925707,36.10615378,37.30922716,37.76910597,37.96527711,37.83812138,37.81639356,35.86571231,31.92520302,31.36869451,33.17775761,34.73805026,36.62601161,38.71764099,40.90034049,41.43871669,41.08637435,39.20871811,38.39410834,38.59558719,39.6082083,37.13163023,33.13005091,27.31114788,34.62836459,37.64065972,39.53740922,41.08843884,41.14495439,40.3797105,39.68233709,40.16086157,41.0552842,41.83507505,42.16563839,42.49651047,42.57444982,42.56893581,42.27906415,42.36818961,42.41929188,41.97382754,41.32483084,40.07933605,39.12028721,37.30589133,35.65345639,33.57622497,30.41293457,27.92593942,32.16414421,36.13325488,38.49353254,39.16080774,39.08447035,40.03599287,40.36869559,39.66732674,38.12725718,36.69087193,36.72254256,35.93926952,34.08336295,32.81285108,33.3158919,34.94181833,35.11732247,34.31440427,33.26421701,33.18249109,32.46269032,30.72681795,30.05291682,29.63017849,29.78283213,27.70724616,25.03575444,22.89753659
corn,14.84608062,13.247245,12.23043964,11.82971778,11.47837994,11.12578172,10.7829778,10.40164646,10.43192264,10.61356256,11.04851671,11.21632455,10.83344937,9.931397302,9.10277172,8.329033387,7.942786744,7.378288934,6.966236429,6.615952484,6.354569772,6.052156736,5.729001387,5.355426965,5.237359111,5.597676577,7.682869674,11.55212027,19.37482295,28.98809585,38.34012664,45.12669366,49.19069941,52.26873449,53.74312689,54.44182577,53.43470536,52.26773388,51.96355468,53.33905124,55.01619628,56.35422542,57.30624483,57.15455897,55.90566576,52.11351121,54.98170798,53.73658266,54.97206111,48.23569814,39.78766032,41.45714272,42.57485986,44.00624658,45.38999498,46.88111327,47.98050949,49.25663761,49.58896921,50.07489199,48.602888,46.11884082,36.13867285,35.42394993,36.03015396,36.26525791,37.27560465,37.94975883,37.4689035,36.11037478,34.11076131,33.70308827,34.45550527,35.84461665,34.32303021,31.5792553,27.41733284,9.17203157,10.15365964,11.29322379,12.2696284,12.65960421,13.07809867,13.53534446,14.27855124,14.98150953,16.03290354,17.09366103,17.73287627,18.23098861,18.18312778,18.32325883,18.19226376,18.24690548,17.81285357,17.32975084,16.84427465,16.55413469,16.06650414,15.37972681,14.49865884,13.5606185,2.488039018,3.654692801,3.864662875,4.359909108,4.929526426,5.211464622,5.197344419,5.881698441,6.665882628,6.744798037,6.173565155,6.650443178,7.281646747,7.64355745,7.297207888,7.423641266,7.637873612,7.176422492,6.337233011,5.748674372,5.524121503,5.445371795,5.080288587,4.737192473,4.416200273,4.301413052,4.168398515,3.257044817,2.129584931
soybean,16.65849978,14.97935183,13.69893181,13.61003408,13.43159612,13.26440717,12.95564819,12.89440711,13.13166639,13.55619935,14.14275585,14.54019578,14.3230697,13.60152652,12.93003745,12.24799629,12.09077681,11.65170888,11.39447185,11.09425965,10.85426324,10.63785509,10.41887118,10.25233221,10.34120739,10.89625743,13.50678789,17.00762794,24.5466209,33.75339494,43.03045712,49.09113203,52.15546666,54.67226452,55.3094332,54.96074499,51.67872591,48.62170954,47.79853178,51.35736673,56.2956507,60.07384582,62.19055614,62.40019994,59.58341106,52.07001102,46.32610464,42.07829688,41.07500966,39.65563868,38.51582114,44.2967938,47.24408016,48.78678487,50.66659045,53.13005955,54.96380386,56.20016636,55.98353118,55.47805899,51.83162094,45.60424752,32.35771203,34.37567519,36.20425383,38.67475444,41.7362217,45.12884848,46.50022042,46.74161598,44.76889932,43.6422946,43.47618011,44.0940059,40.58625063,34.51658024,26.67763261,16.21113295,18.6219032,20.48711085,22.29292437,23.17902726,23.58343187,23.68961538,24.27209939,25.09077209,26.51169959,28.04782571,28.99296341,29.2509192,28.94543788,29.18305213,29.24633016,28.90527235,27.83945596,26.55159889,25.49716843,24.57090853,23.22985977,21.82895564,20.20905362,17.94055444,8.800207198,9.640295948,10.3085416,11.52504677,12.95971492,13.7208395,13.93607062,13.98359596,13.89316565,13.14451037,12.48411854,12.82024638,13.23722944,13.70262615,14.05320751,14.299348,14.22202915,13.52316066,12.76192846,11.97121183,11.43842977,10.35928794,8.859286482,7.665695524,7.268501432,7.891724847,8.070717937,7.787462371,6.688054738
winter_wheat,18.36735023,16.42515939,15.48482706,15.2379825,15.08820544,14.90851953,14.64288081,14.45292977,14.35919222,14.26491835,14.45595209,14.71828807,14.81159056,14.62196328,14.64497726,14.40077758,14.69212029,14.57542329,14.83564646,14.73663597,14.98398773,14.88293698,15.09793535,15.20699027,15.84292112,16.01478358,16.22950219,15.44516935,15.61277043,16.45424264,18.54483645,20.27234753,20.4207491,20.91211125,20.90309622,21.56202307,20.91331414,19.60206443,19.01040502,19.93427959,22.29434321,24.09030233,25.30040692,25.62604901,25.8835258,23.263762,20.31053975,18.15384504,17.55912256,18.57032143,18.89965558,21.61706432,23.28548448,24.3400556,25.41849293,26.24852358,26.90058411,27.13630638,26.90435703,26.50812358,24.93011556,22.17666698,19.70925237,21.42337029,22.67346422,24.28690837,26.15243845,27.94768963,28.81794865,28.80002596,27.72301474,27.38899276,27.6580933,28.23191771,25.87543455,22.23428686,17.65837153,18.40965303,20.66029798,22.50620278,23.94048959,24.28672536,24.31760002,24.68135819,25.18759661,25.68362505,25.83868269,26.55235792,27.02895529,27.20976692,27.30169067,27.54130853,27.61564842,27.26508999,26.73226316,26.27200878,25.57365028,24.41048021,22.87434957,21.5319079,20.14105343,17.89819585,12.35379202,14.23488825,16.14204492,17.50578943,18.41238745,18.49719594,18.96168557,19.6872967,20.26107462,19.83414459,18.97970437,18.69114835,18.45933958,18.05845747,18.38726094,18.99746204,19.45400217,18.45684684,17.50117969,16.40151253,16.20445086,16.02895655,15.71083509,15.05459765,13.92106826,13.23400209,12.3147757,10.64822863,9.426248549
winter_wheat,18.52341122,16.93252629,16.29664366,16.60542901,16.75122108,16.80379603,16.61602357,16.57771603,16.68893978,16.89889186,17.371297,17.9759685,18.34903228,18.48674712,18.91280008,19.06701031,19.74217194,19.86751014,20.31031406,20.55282864,21.08113077,21.27730467,21.9319485,22.4406693,23.33357945,23.42193136,23.18748422,21.65859266,21.73645279,23.13325535,25.87995692,27.38023938,27.69712596,28.53162314,28.89799684,29.21623566,27.84293254,26.36317622,25.89230129,27.69201558,30.6365352,33.00127386,34.59901045,34.94089037,34.18665989,30.42294491,27.54655385,25.28832224,24.9400463,24.63207431,25.85508636,29.54310846,32.13586953,33.51493596,34.80044987,35.60906604,36.51098287,37.37547444,37.4333063,37.02603815,34.56976095,30.68116197,28.6924478,30.87645133,32.57210843,34.09743489,36.66881669,39.18356651,40.55718766,40.61041891,38.93963808,38.37659094,38.42809149,39.09679122,36.20637056,31.53095953,25.43178498,34.20368215,37.55124265,40.05963024,41.6583118,41.42099472,40.48875774,40.03893983,40.45317819,41.24315934,42.14622817,43.41742591,43.76073564,43.86045719,43.53038801,43.61652486,43.15583685,42.67184338,41.51980386,40.62777062,39.78840095,39.26123446,37.66445774,36.00247979,33.305283,29.85992595,30.84022799,35.07558553,39.08330306,41.66768472,42.38567803,41.62848248,41.51228363,41.88211938,41.5890758,40.15706698,38.40619424,37.65311861,36.29646513,33.87381234,33.08412991,34.01016783,35.88594284,35.89545182,34.84563482,33.26437737,32.57075462,31.64551681,30.32871787,29.99411239,29.64399925,29.76043599,28.33396675,25.16926449,22.54735808
corn,21.14704117,19.40356172,18.54845148,18.66297725,18.64116843,18.62802314,18.42475353,18.35815845,18.48782539,18.67119159,19.04200743,19.39577418,19.23623412,18.64633346,18.26506824,17.85579119,17.92794933,17.5418608,17.42319058,17.2568496,17.39853338,17.25845004,17.38958507,17.40817431,17.85125327,17.99318239,18.57100628,18.81354072,21.06678344,24.22285745,27.97487729,30.23006049,30.99357538,31.96220849,32.19931469,32.45552037,31.16274696,29.76715925,29.42021995,31.32109362,34.04486967,36.31034658,37.61943933,37.99256175,37.2650232,33.56203447,31.92992796,29.79136911,28.92761657,27.44389302,30.66578664,33.47349503,34.54123154,35.49062553,36.50469278,37.71669957,38.66287767,39.43339474,39.78494711,39.89247759,37.76282624,33.54421014,32.25331241,33.46668963,34.79795368,36.52414264,39.1404394,41.63542578,42.82969445,41.9524892,39.92712012,39.16418306,39.92754295,40.5619444,37.31814652,32.60115667,26.45107698,30.30433878,33.05307216,34.95924026,36.58913993,36.37199648,36.42649171,36.22083412,36.99152756,37.44267238,38.85464861,40.00877952,40.82904444,40.90425057,40.8737364,41.09027872,41.0364456,40.7890478,39.87190862,39.03897067,38.06030451,37.29805167,35.58700846,33.92178705,31.54781835,28.25308662,24.46663006,28.34227858,31.34701643,32.58216048,32.60199292,32.86411432,34.31498385,35.66806326,35.76586036,34.24675713,32.82819039,31.99946637,31.15999166,29.92303873,29.22873718,29.9310339,30.9205889,30.21573275,28.80215193,27.46297873,27.3415602,26.32809367,24.84938802,24.11209718,23.8373812,23.91667166,22.02460639,19.53010577,17.8429004
corn,14.10514665,12.78368359,11.92009616,11.7078211,11.42111418,11.0682325,10.75054894,10.50155492,10.47259757,10.50470122,10.85529173,11.08062377,10.94191464,10.18283712,9.442003135,8.666140989,8.272307092,7.68555846,7.270597963,6.798945203,6.557196885,6.195602132,5.925453312,5.55063918,5.461681268,5.679135996,7.191430137,9.892654405,15.68141434,24.22827245,34.5345053,43.65322564,47.94768523,50.99189415,51.64171341,53.04311629,51.71381445,49.20412668,47.84632765,48.86159733,52.43052218,55.29899202,57.42604939,57.58793522,57.25817615,51.86733711,49.37918903,45.34233807,45.22543719,43.80918979,36.28386084,39.42359472,41.6719321,43.27465405,45.46274214,47.31542277,48.74215663,49.47334397,49.61873615,49.76692713,47.37416046,43.58876189,30.82433347,31.49377867,32.37114098,33.4738015,35.11235509,36.72595535,37.20789986,37.25718544,35.84304025,34.9833519,34.92767985,35.60770156,33.60675092,29.88720165,24.52644685,8.172898455,9.504539324,10.69109149,12.03547432,12.82093813,13.55528364,14.07220608,14.59079551,15.25597763,16.1971086,17.35170841,18.21345753,18.6624871,18.57331452,18.47893017,18.12862005,18.10046336,17.79462418,17.62728526,17.01012561,16.37404852,15.34576867,14.68271544,13.3864276,11.88528837,2.155866045,2.885554459,3.611664884,4.16251251,4.517988281,4.480081482,4.627151066,5.351592664,6.193119279,6.507390722,6.200759116,6.562566096,7.168548268,7.054493032,6.480494383,6.50901857,7.133141422,7.155946712,6.444909337,5.42336144,4.882708248,4.537467122,4.421523904,4.633452191,4.818333599,4.868337304,4.447158024,3.751551252,3.399482092
corn,15.30931217,13.87185273,12.8602937,12.43543621,12.08050737,11.65649967,11.23471421,10.99512246,11.1090012,11.40381856,11.94693603,12.29200513,11.96373905,11.01831981,10.11538335,9.269093719,8.79068473,8.107426649,7.635446135,7.161862879,6.829503244,6.379994386,6.052942132,5.74758861,5.725261957,6.046411841,8.279868279,12.41596339,20.77660919,31.32816835,42.76225202,51.35645689,55.69264142,58.88515928,60.58919501,62.40484107,61.82043538,60.14718138,59.31129426,59.94042035,62.36424867,64.36592772,66.08086777,66.06663415,65.96622014,61.38542182,61.68167533,58.87595501,58.43650061,54.3667985,45.90064704,47.62226012,48.88207435,50.73484191,52.73126075,54.42203935,56.0498489,57.25389216,57.86340828,58.35317576,56.10231708,53.00800372,39.95455971,39.48113995,40.46912944,41.16120037,42.46403036,43.14249773,42.60262043,41.59334401,39.58893126,39.03229688,39.49314767,41.02645058,39.21029872,35.90935531,30.90634571,10.34732351,11.6383182,12.63623729,13.6169591,14.10685083,14.77605874,15.51857735,16.43699976,17.39093759,18.48305717,19.34023137,19.71402112,19.94311372,20.22375547,20.63750514,20.65239813,20.44047459,20.05747719,19.81879385,19.33358216,18.75160128,17.82214804,16.98337356,15.8587756,14.48580346,3.961510663,4.797533942,4.989737068,5.124137252,5.756999638,6.29698276,6.718297172,7.297352749,7.663767176,7.373561682,7.018980591,7.027053493,7.124468524,7.40263555,7.327326226,7.712097296,7.760164568,7.401809378,6.691045919,6.079897119,5.91804965,5.684029333,5.184642195,4.975249624,4.829425712,4.499613556,3.551302154,3.196386324,3.439248111
winter_wheat,17.66003024,16.13206446,15.40114604,15.43592089,15.41172198,15.28208502,15.22522823,15.24974915,15.62070004,15.98004461,16.5553639,16.97881936,16.98256966,16.48120904,16.2214011,15.67650992,15.80609973,15.47740671,15.55394782,15.34400491,15.36253638,15.12929628,15.11906369,15.09112713,15.40483412,15.95622432,17.37431697,18.45046518,21.21931496,24.44241355,28.04868332,29.78208675,30.49554545,31.46576104,31.82053152,31.8246567,30.15394895,28.61260388,28.2488521,30.51879714,33.71063415,36.18395347,37.57495275,37.74711879,36.08716565,31.72933998,28.37097389,25.9261658,25.46950004,25.02923208,26.8484658,30.57969638,32.7667547,34.22737373,35.90703456,37.245086,38.18452962,38.83413969,38.58858812,38.22065495,36.02235542,32.34978291,27.9189556,30.00772564,31.37551766,33.3991717,36.21443659,39.03540417,40.22035294,40.57755239,39.11340504,38.46386531,38.35483796,38.92531731,35.9722417,31.08413222,24.5199138,22.56190065,25.19161314,27.08295573,28.7334664,29.09094724,28.92091291,29.15747425,30.0682085,31.30005999,32.62436465,34.26903156,34.94538543,35.13959568,34.71906404,35.13737042,34.95331022,34.58986408,33.71455274,32.708615,31.53055313,30.26806762,28.85647275,27.54074426,25.60279338,22.72798472,13.88707006,15.60238687,17.34054502,18.88045587,19.76247111,19.96213331,20.23384009,20.69034362,20.90605941,20.5710726,20.05420342,20.1760008,20.27717041,19.74462497,19.8528715,19.86892635,19.99629711,19.41669105,18.87483316,18.30059669,17.86509858,16.82863878,15.41120151,14.1511628,13.13932523,12.73118706,11.50049388,10.87127366,10.44423347
corn,21.67170797,19.78336327,18.6855451,18.70320343,18.62707927,18.55533632,18.28980022,18.29893658,18.3459288,18.52320386,18.84927786,19.34046767,19.16651289,18.58893813,18.11416333,17.62756069,17.69327477,17.23558362,17.20209054,16.95922222,17.01346861,16.78679458,16.83242388,16.89834147,17.15042094,17.35055026,17.80200468,18.21438562,20.81999282,24.35003483,27.97578609,30.18762857,31.0866292,32.28817646,32.31760291,32.2930414,30.54630364,29.130765,28.86056729,31.10136715,33.8552569,35.95555941,37.25828776,37.25616464,35.6728192,31.78697643,29.96360866,28.13256864,27.3216748,26.03476538,28.64089061,32.01413217,33.75879214,34.89961531,35.6568571,36.80948713,37.82955129,39.16065535,39.23682985,38.79584482,35.8717864,31.33254563,30.09000392,31.7765167,33.28185984,35.02448561,37.41595379,40.06072684,41.19395159,40.92905455,39.22443756,38.70812519,39.39999505,39.89241178,36.54035061,31.60142531,25.28235371,27.82183614,30.54781315,32.75626623,34.6774967,34.89915655,35.02502574,35.26540977,36.03271176,36.34992648,37.38191045,38.85166715,39.65426187,39.43510025,39.2550728,39.66152462,39.50290714,38.8149483,38.00598859,37.72507076,36.86617659,35.81836579,33.93991878,32.33595902,29.67683198,26.32702418,23.78270612,27.08513757,29.61777087,30.7558545,31.37268366,31.65257209,32.31344194,32.83681111,32.37922956,30.88532355,29.4559392,29.28279514,28.91961904,28.2449002,27.78090719,28.58038277,29.62777758,29.30880415,28.0296178,27.19460277,27.24305299,26.45332232,24.76904593,23.7529121,22.99557755,22.86598849,20.85883656,18.8211031,17.15882698
soybean,19.46906562,17.38642275,16.23220048,15.69178523,15.33450199,14.91837361,14.52133723,14.17389644,14.26295194,14.49358527,15.0887582,15.46846108,15.09881184,14.04643648,12.97849482,11.96663612,11.40291415,10.59947373,9.979673278,9.466109086,9.029738764,8.562091252,7.977307884,7.510146395,7.404185928,8.314881552,12.59058515,18.96152603,30.06760408,41.22756197,50.57455887,53.88823267,56.30973218,58.94278684,61.82556181,62.14371954,59.60733319,57.36062043,56.67733747,59.6373522,63.33793858,66.10519839,67.92528167,67.71230276,65.60487767,59.20856547,56.48106023,53.15341603,53.26660453,51.05092486,46.86817558,50.95977121,53.51183137,55.48066648,58.33568127,60.73342253,62.46028049,63.060254,62.84458359,62.41930412,59.79144339,55.13149671,41.25424971,41.9947071,42.54224261,44.41662303,47.21677657,50.38218822,50.88091946,50.10009416,46.64923079,45.13188349,45.65522429,47.84074628,45.6097907,40.5431061,33.20055188,13.33424721,14.94132452,16.76336964,18.60929648,19.37540625,19.58733217,19.99611397,21.21832384,22.60315842,23.72783368,24.45312753,24.95353107,25.35989752,25.57217774,25.99844285,26.15862797,26.18909164,25.72948491,25.33266712,24.50184269,23.55568182,22.03666973,20.6727667,19.74321282,17.04725153,3.16642145,4.534983028,6.402402509,7.122763707,6.77448031,6.492495353,7.072788524,8.109865477,8.821312938,8.878660727,8.403364304,8.945870755,9.740760267,9.644636249,9.010468582,9.547148245,10.48613135,10.62268613,9.668006624,8.733005536,8.052747663,7.428588208,6.819234616,6.320031183,5.373429724,5.655869149,5.874373053,6.119943753,5.709387136
winter_wheat,18.96590708,17.20501358,16.47122153,16.51201951,16.48879244,16.47810301,16.34281493,16.21171014,16.40434565,16.6746989,17.35183728,17.96134286,18.19756393,18.08164695,18.11810963,18.04831312,18.39876762,18.38082236,18.53178141,18.42063568,18.3945742,18.14434077,18.2559381,18.36089477,18.7173504,19.01893824,19.61977934,19.86306661,21.89322303,24.65555999,27.58257046,29.36489294,29.87321587,30.81895227,30.6232533,30.46385234,28.81706431,27.33727952,26.98700468,28.94550424,31.46928881,33.42774978,34.57872447,34.83364068,33.30193441,29.80692261,27.17004293,25.4726791,25.01726458,25.17510265,25.98525508,28.71638152,30.34452987,32.10526165,33.45251389,34.58657171,35.33197874,35.6982179,35.54301473,35.05995802,33.24915929,30.10610971,27.17678019,28.53180099,30.08148828,31.69428086,33.87214044,35.84039475,36.91892261,36.91210018,35.55482376,34.53780213,34.39179244,34.75944845,32.40923728,28.58481885,23.44313532,25.20091744,27.63652488,29.34491564,30.71243158,30.64505948,30.57315177,30.79281535,31.39303032,31.84221825,32.80646569,33.97687662,34.54615869,34.44288037,34.21120713,34.31627055,34.24432188,33.96105106,33.52921772,33.15222145,32.50556571,31.7711128,30.1244167,28.61705468,26.65641848,24.35809928,20.73467578,23.33375084,25.23933001,26.85682802,27.56027517,27.73702879,28.15643481,28.30232733,28.00563104,26.88123366,25.77332352,26.27951429,26.27321032,25.78624943,24.89951931,25.71082484,26.86232302,27.02326107,25.7382723,24.41931577,23.95786524,23.62057228,22.77230604,22.84265201,22.63468332,22.51150858,20.72374833,18.29265549,16.47143999
corn,19.91122429,18.40200199,17.77644283,17.98635429,18.24628566,18.49025445,18.70286832,18.95076584,19.32295495,19.59864896,20.16618859,20.77884154,20.87646544,20.65054373,20.63201156,20.54796744,21.02061653,21.04025325,21.3850584,21.48491226,21.85748862,21.93265944,22.48445833,23.00491998,23.76585291,23.76295914,23.25239278,21.74826739,22.11482941,23.63428565,26.17274916,27.30945804,27.77510884,28.56134733,28.75508159,28.78011108,27.25431374,25.89689572,25.55950121,27.5759398,30.23534196,32.30837626,33.51042542,33.76682263,32.49898949,28.84005297,25.3007604,23.59117205,21.63421773,22.15815269,24.87185198,27.87964383,28.85952992,29.74634375,30.910509,32.51046502,33.46179759,33.56909816,33.19440355,32.75078741,30.93681625,27.4207527,26.09896771,28.02513017,29.42834644,31.22614569,33.47135564,36.2830045,37.36362881,37.81761987,36.06437102,35.53815466,35.43568666,36.78187059,34.78547856,30.64314136,24.2275698,31.95957913,35.36967219,37.78876114,39.69819651,39.83198506,39.27973908,39.31321688,40.35762367,41.890373,42.98080247,44.29816339,44.89422456,45.48556733,45.14462806,45.09916746,44.4499675,43.9809034,43.17517813,42.44175287,41.37610978,39.76453037,37.70624112,35.88831197,34.12203143,30.8516596,28.16600175,30.47146397,33.46752729,34.93850222,35.32534468,35.31380889,37.20171493,38.00377152,37.51800228,35.9887702,35.18783247,35.39663648,34.72034659,34.01905981,34.05815414,35.10900792,35.74165114,34.94282047,33.45625991,31.08128144,29.28668541,27.25769164,25.66911834,25.86024605,25.72678446,26.18435011,24.25242925,22.51366034,20.86464002
soybean,21.90477337,20.30703823,19.24156047,19.55907464,19.66093297,19.88602899,19.88246214,19.94768983,20.02006896,20.08139544,20.46023003,20.84347365,20.8852887,20.5751103,20.62995519,20.43169019,20.70360479,20.46377695,20.58995756,20.63187945,20.91809043,21.06370701,21.48624683,21.81062525,22.26728263,22.36114089,21.94965126,20.75231659,20.97243351,22.12796204,23.85309391,24.63150192,24.96039488,25.738255,26.04826292,26.24878001,25.45319311,24.56930166,24.55517367,26.0297807,28.19777375,29.81320566,31.17760786,31.43065724,30.69770961,27.8944724,26.67883091,25.46421382,24.65215661,23.61921482,28.812771,30.14788892,31.00846849,32.435413,34.20294652,35.0371653,35.79248145,36.48126036,36.8718376,36.88294809,34.87166915,31.38866871,33.69920893,34.55225539,36.34107385,38.00944371,40.51291854,42.73445325,43.60256611,42.66540971,40.58264583,39.56263449,40.23523009,41.34985513,38.93443079,35.13099977,29.27148784,40.97168348,43.58911286,45.60528422,46.78635289,45.779054,44.89460143,44.88375029,45.65044175,46.36115846,47.32517009,48.93977815,49.01781299,48.53285286,48.43948785,49.63458068,50.32560977,49.69170044,48.45234962,47.76107097,46.68415141,45.45079572,43.65718923,42.30617673,40.43492235,37.20160529,34.84945977,39.24512556,43.44829675,45.1309016,46.13988415,45.94940808,47.05591615,47.70740262,47.68685747,45.44928514,43.48623712,43.5687545,43.42589324,42.9771936,42.25026053,42.85098193,43.46924477,42.12400824,40.49891275,39.28122631,39.04750601,38.26265107,36.53410151,36.02339004,34.71794729,34.7213999,31.99647331,29.94759316,28.24591823
